微博正文
【支持疫情防控！全国#1037万多名党员自愿捐款11.8亿元#】响应党中央号召，2月26日以来，全国广大共产党员踊跃捐款，表达对新冠肺炎疫情防控工作的支持。据统计，截至2月29日，全国已有1037万多名党员自愿捐款，共捐款11.8亿元。捐款活动还在进行中。#万众一心抗击疫情# 全国1037万多名党员自愿捐款11.8亿元支持新冠肺炎疫情防控工作  原图 
#意大利居民拒戴口罩要自由#【深入意北部被封锁市镇 居民聚集街头“要自由”却无人戴口罩】受疫情影响，意大利北部多个市镇被封锁，威尼托大区的沃镇就是其中之一。当地居民聚集在广场，手拉巨大横幅，要求“归还自由”。#最新疫情报道#    http://t.cn/A67JyQkp  
【#韩国一天新增586例新冠肺炎病例#，#韩国新冠肺炎达3736例#】据人民日报记者马菲，韩国中央防疫对策本部1日通报，截至当天下午4时，韩国较当天上午9时新增新冠肺炎确诊病例210例，累计确诊病例达3736例，共出现18例死亡病例。与前一天下午4时相比，一天内新增确诊病例586例。  原图 
#共同战疫# #抗击新型肺炎我们在行动# #同心抗疫为爱护航# 【疫情防控期间，随处要查苏城码】#疫情当前警察不退# 疫情安全防控，关系到你我他以及家人的安全，绝不可以掉以轻心。安全也快捷，携手护苏城，注册苏城码，你我都安全。#战疫打卡行动#   @苏州交警 @苏州公安  [组图共9张] 原图 
#醉美苏州#【听，城市里细腻而美好的声音回来了！】2月28日开始，苏州拙政园、虎丘等10个园林景点恢复开放，山塘街、平江路限时限流开放，这座熟悉的城市正在渐渐苏醒。惬意的小桥流水人家，难忘的儿时生活记忆。100秒，一起去聆听这座城市里细腻而美好的声音。春暖花开，疫情终将退散！加油！@蟹视频  http://t.cn/A67MkYeG 
【我们都在战斗！致敬#30后到00后的抗疫战士#】从84岁再战疫情的钟南山，73岁奔波一线的李兰娟，57岁与疫病赛跑的张定宇，到许许多多义无反顾冲上前线的80后、90后、00后，危难面前，每一代中国人都在用行动书写使命和担当。在这场战争里，每一个咬牙坚持的你，都是最勇敢的战士。一起努力，中国加油！  [组图共9张] 原图 
#最新疫情##关注江苏新型肺炎疫情# 【最新通报！】2020年2月29日0-24时，苏州市无新增新型冠状病毒肺炎确诊病例，新增出院病例2例。截至2月29日24时，苏州市累计报告新型冠状病毒肺炎确诊病例87例，其中，在院病例23例，出院病例64例。目前追踪到密切接触者978人，已解除医学观察972人。具体分布情况戳下图👇👇👇 原图 
#共同战疫##抗击新型肺炎我们在行动# 【2月29日江苏无新增新型冠状病毒肺炎确诊病例】据省卫健委3月1日上午发布：2020年2月29日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例10例。截至2月29日24时，江苏省累计报告新型冠状病毒肺炎确诊病例631例。其中，南京市93例、无锡市55例、徐州市79例、常州市51例、苏州市87例、南通市40例、连云港市48例、淮安市66例、盐城市27例、扬州市23例、镇江市12例、泰州市37例、宿迁市13例。累计确诊病例中，在院病例102例。其中，轻型病例9例；普通型病例90例；重型病例1例（南京市1例）；危重型病例2例（无锡市1例、连云港市1例）。出院病例529例。其中，南京市58例、无锡市49例、徐州市71例、常州市48例、苏州市64例、南通市37例、连云港市37例、淮安市55例、盐城市27例、扬州市23例、镇江市11例、泰州市37例、宿迁市12例。目前，江苏省追踪到密切接触者12633人，已解除医学观察12503人，尚有130人正在接受医学观察。专家提醒：当前疫情形势依然严峻复杂。随着我省响应级别调整，各项限制性措施逐步解除，人群流动将逐渐恢复常态，暴露于传染源的机会大大增加，公众仍须注意加强自我防护。要继续保持防范意识，减少社会交流活动，减少不必要的人群聚集；家庭及办公场所要勤通风；出行时佩戴口罩，尤其是去往人群密集的公共场所时；要勤洗手，注意饮食卫生，养成健康的生活方式。来源：健康江苏 原图 
VC带你看：金鸡湖的早晨，等疫情结束了，我们去发发呆！@骑水鸟的维生素 @苏州工业园区发布 大家都要坚持，大家都要加油！ 苏州·中塘公园 骑水鸟的维生素的微博视频  
#共同战疫# #抗击新型肺炎我们在行动# #夺取双胜利 我们在行动#【夺取双胜利 我们在行动 | 听，江苏各地奏响复工复产“协奏曲”】随着全国各地陆续进入“复工进行时”，江苏各地也在持续发力。江苏企业复工情况全国领先，政企同心、多方努力，蹄疾步稳推进经济发展，奏响了复工复产的“协奏曲”。今天，我们聚焦苏州和宿迁的复工情况，一起来看→ http://t.cn/A67VvcWm  @微博江苏 原图 
#共同战疫# #抗击新型肺炎我们在行动# 【苏州复工复产体检机构公布！】根据苏州市新冠病毒肺炎疫情防控指挥部医疗救助组及企业复工保障和防控组《关于开展企业复工复产相关体检服务的通知》（苏防控医疗救治〔2020〕11号）文件要求，为支持企业复工复产，保护员工身体健康，确保疫情防控与复工复产两不误，现将我市新冠肺炎疫情期间提供招工体检及职业健康检查的首批服务机构名单公布如下：@健康苏州  @健康江苏微博 [组图共2张] 原图 
#共同战疫# #抗击新型肺炎我们在行动# 【连续11个0，但二级响应≠放松警惕！】截至2月28日24时，连续11天！苏州全市确诊病例零新增，在这振奋人心的时刻，小鱼还是要继续提醒各位，时刻绷劲个人防护这根弦，将安全防疫进行到底！ @苏州新闻  @看苏州APP  [组图共9张] 原图 
【#疫情是否会影响大家工资#？人社部作答】28日在国务院联防联控机制新闻发布会上，有记者提问，疫情是否会影响大家工资？人力资源社会保障部副部长游钧做出回应，戳视频↓@新华视点   新华视点的微博视频  
【世卫组织：新冠病毒源头尚不确定 应避免污名化】当地时间28日，世卫组织在日内瓦召开发布会表示：“去年12月的一些初始病例与华南海鲜市场有关，但另一些初始病例并没有与该市场有接触。穿山甲有可能是中间宿主，但尚不清楚细节。”目前尚无法确定新冠病毒源头，应避免涉及地域的污名化语言，没有任何益处。“冠状病毒是全球现象，在全世界都存在。不要去责怪其地理来源，应关注如何应对及遏制病毒。”（总台记者朱赫） http://t.cn/A67t9Acz 
【#中国世卫组织联合考察报告发布#：新冠病毒是一种动物源性病毒】据国家卫健委官网，《中国-世界卫生组织新型冠状病毒肺炎（COVID-19）联合考察报告》发布：①#新冠病毒中间宿主尚未查明#；②中国新冠肺炎的人际传播主要在家庭中发生；③#新冠肺炎病毒几乎人人易感#，感染后是否具有免疫力需进一步研究；④#患者感染后平均5-6天出现症状#，多数为轻症病可痊愈，重症和死亡高危人群为年龄60岁以上。全文链接http://t.cn/A67cfEDi [组图共2张] 原图 
【#韩国新增594例新冠肺炎#，#韩国新冠肺炎累计确诊2931例#】韩国中央防疫对策本部29日通报，截至当天上午9时，韩国较前一天下午4时新增新冠肺炎确诊病例594例，累计确诊病例达2931例，共出现16例死亡病例。（马菲）  原图 
苏州市住建局发布通知应对疫情保障房地产市场平稳健康发展，解读看这里啦！ 苏州市住房城乡建设局关于应对疫情保障房地产市场平稳健康发展的通知  
#共同战疫##抗击新型肺炎我们在行动# 【江苏继续推迟学生返校】根据中央应对新冠肺炎疫情工作领导小组有关会议精神，结合我省疫情防控实际，经研究，全省各级各类学校（高校、中小学、中职学校、幼儿园、托育机构，下同）继续推迟学生返校。各级各类学校要按照省教育厅有关要求，规范开展线上教育教学活动。严禁培训机构在学生返校前开展线下培训活动。具体返校时间，将视疫情防控情况，经科学评估后确定，提前一周向社会公布。各级教育行政部门和各级各类学校要据此制定实施计划，开展相关工作。 原图 
